Champion,MinWinrate
Braum,0.39415
Karma,0.432625
Leona,0.485475
Lulu,0.3667749999999999
Nami,0.3787000000000001
Nautilus,0.3360499999999999
Pyke,0.4746250000000001
Rakan,0.455625
Rell,0.443325
Thresh,0.4069499999999998
