Key,Opponent,Value
Ashe,"('Leona', 'Corki bot')",0.5013
Ashe,"('Leona', 'Ezreal')",0.6262749999999998
Ashe,"('Leona', 'Jhin')",0.634375
Ashe,"('Leona', 'Jinx')",0.4112499999999998
Ashe,"('Leona', ""Kai'Sa"")",0.587825
Ashe,"('Leona', ""Kog'Maw"")",0.5626000000000001
Ashe,"('Leona', 'Xayah')",0.6780499999999999
Ashe,"('Lulu', 'Aphelios')",0.6090249999999999
Ashe,"('Lulu', 'Caitlyn')",0.605175
Ashe,"('Lulu', 'Corki bot')",0.5661499999999999
Ashe,"('Lulu', 'Ezreal')",0.5721249999999999
Ashe,"('Lulu', 'Jhin')",0.7104750000000001
Ashe,"('Lulu', 'Jinx')",0.5431
Ashe,"('Lulu', ""Kai'Sa"")",0.620425
Ashe,"('Lulu', ""Kog'Maw"")",0.5342
Ashe,"('Lulu', 'Xayah')",0.6079000000000001
Ashe,"('Nami', 'Aphelios')",0.724425
Ashe,"('Nami', 'Caitlyn')",0.6695750000000001
Ashe,"('Nami', 'Corki bot')",0.4628
Ashe,"('Nami', 'Ezreal')",0.6347749999999999
Ashe,"('Nami', 'Jhin')",0.5516249999999999
Ashe,"('Nami', 'Jinx')",0.55275
Ashe,"('Nami', ""Kai'Sa"")",0.721075
Ashe,"('Nami', ""Kog'Maw"")",0.6186000000000001
Ashe,"('Nami', 'Xayah')",0.7122999999999999
Ashe,"('Nautilus', 'Aphelios')",0.693575
Ashe,"('Nautilus', 'Caitlyn')",0.696225
Ashe,"('Nautilus', 'Corki bot')",0.5537000000000001
Ashe,"('Nautilus', 'Ezreal')",0.6274249999999999
Ashe,"('Nautilus', 'Jhin')",0.668775
Ashe,"('Nautilus', 'Jinx')",0.6434000000000001
Ashe,"('Nautilus', ""Kai'Sa"")",0.677225
Ashe,"('Nautilus', ""Kog'Maw"")",0.56725
Ashe,"('Nautilus', 'Xayah')",0.6002
Ashe,"('Pyke', 'Aphelios')",0.616875
Ashe,"('Pyke', 'Caitlyn')",0.5772749999999999
Ashe,"('Pyke', 'Corki bot')",0.41125
Ashe,"('Pyke', 'Ezreal')",0.661725
Ashe,"('Pyke', 'Jhin')",0.647825
Ashe,"('Pyke', 'Jinx')",0.54045
Ashe,"('Pyke', ""Kai'Sa"")",0.6650999999999999
Ashe,"('Pyke', ""Kog'Maw"")",0.42255
Ashe,"('Pyke', 'Xayah')",0.4817499999999999
Ashe,"('Rakan', 'Aphelios')",0.4642749999999999
Ashe,"('Rakan', 'Caitlyn')",0.4456749999999999
Ashe,"('Rakan', 'Corki bot')",0.4364
Ashe,"('Rakan', 'Ezreal')",0.5976250000000001
Ashe,"('Rakan', 'Jhin')",0.595225
Ashe,"('Rakan', 'Jinx')",0.5783499999999999
Ashe,"('Rakan', ""Kai'Sa"")",0.602675
Ashe,"('Rakan', ""Kog'Maw"")",0.61145
Ashe,"('Rakan', 'Xayah')",0.5709000000000001
Ashe,"('Rell', 'Aphelios')",0.616175
Ashe,"('Rell', 'Caitlyn')",0.5988249999999999
Ashe,"('Rell', 'Corki bot')",0.4453
Ashe,"('Rell', 'Ezreal')",0.597025
Ashe,"('Rell', 'Jhin')",0.5891249999999999
Ashe,"('Rell', 'Jinx')",0.4745
Ashe,"('Rell', ""Kai'Sa"")",0.5393249999999999
Ashe,"('Rell', ""Kog'Maw"")",0.4760999999999999
Ashe,"('Rell', 'Xayah')",0.5840500000000001
Ashe,"('Thresh', 'Aphelios')",0.6121749999999999
Ashe,"('Thresh', 'Caitlyn')",0.5250749999999998
Ashe,"('Thresh', 'Corki bot')",0.5370499999999999
Ashe,"('Thresh', 'Ezreal')",0.688025
Ashe,"('Thresh', 'Jhin')",0.6926500000000001
Ashe,"('Thresh', 'Jinx')",0.4867499999999999
Ashe,"('Thresh', ""Kai'Sa"")",0.6368249999999999
Ashe,"('Thresh', ""Kog'Maw"")",0.5026
Ashe,"('Thresh', 'Xayah')",0.5742999999999999
Caitlyn,"('Braum', 'Aphelios')",0.751375
Caitlyn,"('Braum', 'Ashe')",0.6035249999999999
Caitlyn,"('Braum', 'Corki bot')",0.4697249999999999
Caitlyn,"('Braum', 'Ezreal')",0.587925
Caitlyn,"('Braum', 'Jhin')",0.6691250000000001
Caitlyn,"('Braum', 'Jinx')",0.586
Caitlyn,"('Braum', ""Kai'Sa"")",0.649
Caitlyn,"('Braum', ""Kog'Maw"")",0.66715
Caitlyn,"('Braum', 'Xayah')",0.59565
Caitlyn,"('Karma', 'Aphelios')",0.7771750000000001
Caitlyn,"('Karma', 'Ashe')",0.5543250000000001
Caitlyn,"('Karma', 'Corki bot')",0.6227749999999999
Caitlyn,"('Karma', 'Ezreal')",0.6594749999999999
Caitlyn,"('Karma', 'Jhin')",0.6371749999999999
Caitlyn,"('Karma', 'Jinx')",0.53905
Caitlyn,"('Karma', ""Kai'Sa"")",0.6635500000000001
Caitlyn,"('Karma', ""Kog'Maw"")",0.5077
Caitlyn,"('Karma', 'Xayah')",0.7024499999999999
Caitlyn,"('Leona', 'Aphelios')",0.80875
Caitlyn,"('Leona', 'Ashe')",0.6478999999999999
Caitlyn,"('Leona', 'Corki bot')",0.51985
Caitlyn,"('Leona', 'Ezreal')",0.6578
