Champion,MinWinrate
Braum,0.4849000000000001
Karma,0.4430749999999999
Leona,0.4970250000000001
Lulu,0.3861499999999999
Nami,0.46495
Nautilus,0.3623249999999999
Pyke,0.5029749999999998
Rakan,0.4599749999999998
Rell,0.5116749999999999
Thresh,0.4397750000000001
